Time,Coherence,Delta Conherence
0.0,0.0,
0.01002004008016032,0.06291618610288617,0.062916186
0.02004008016032064,0.125583074898612,0.062666889
0.03006012024048096,0.18775235688857972,0.062169282
0.04008016032064128,0.24917769427725217,0.061425337
0.0501002004008016,0.3096156970540306,0.060438003
0.06012024048096192,0.3688268873949135,0.05921119
0.07014028056112225,0.42657664856261784,0.057749761
0.08016032064128256,0.48263615454526954,0.056059506
0.09018036072144288,0.5367832767500869,0.054147122
0.1002004008016032,0.5888034641594024,0.052020187
0.11022044088176353,0.6384905934615152,0.049687129
0.12024048096192384,0.6856477857878411,0.047157192
0.13026052104208416,0.7300881868201455,0.044440401
0.1402805611222445,0.7716357071767809,0.04154752
0.1503006012024048,0.8101257201442467,0.038490013
0.16032064128256512,0.8454057139893991,0.035279994
0.17034068136272545,0.8773358962676062,0.031930182
0.18036072144288576,0.9057897477323569,0.028453851
0.1903807615230461,0.9306545236515261,0.024864776
0.2004008016032064,0.9518317005438962,0.021177177
0.21042084168336672,0.9692373665657978,0.017405666
0.22044088176352705,0.9828025540010144,0.013565187
0.23046092184368736,0.992473512536499,0.009670959
0.24048096192384769,0.998211922241088,0.00573841
0.250501002004008,0.9999950454033061,0.001783123
0.2605210420841683,0.9978158166266278,-0.002179229
0.27054108216432865,0.9916828708252043,-0.006132946
0.280561122244489,0.9816205090091248,-0.010062362
0.2905811623246493,0.9676686019947848,-0.013951907
0.3006012024048096,0.9498824324218972,-0.01778617
0.3106212424849699,0.9283324757031317,-0.021549957
0.32064128256513025,0.9031041207743439,-0.025228355
0.3306613226452906,0.874297331751883,-0.028806789
0.3406813627254509,0.8420262518376188,-0.03227108
0.3507014028056112,0.8064187510411646,-0.035607501
0.3607214428857715,0.767615919511385,-0.038802832
0.37074148296593185,0.7257715084848019,-0.041844411
0.3807615230460922,0.6810513210660664,-0.044720187
0.3907815631262525,0.633632555254449,-0.047418766
0.4008016032064128,0.5837031018195269,-0.049929453
0.4108216432865731,0.5314607998081387,-0.052242302
0.42084168336673344,0.47711265263256947,-0.054348147
0.4308617234468938,0.4208740078461168,-0.056238645
0.4408817635270541,0.36296770385606475,-0.057906304
0.45090180360721444,0.30362318695511703,-0.059344517
0.4609218436873747,0.2430756021699285,-0.060547585
0.47094188376753504,0.18156486152913387,-0.061510741
0.48096192384769537,0.11933469344275102,-0.062230168
0.4909819639278557,0.05663167695965502,-0.062703016
0.501002004008016,-0.006295735270235435,-0.062927412
0.5110220440881763,-0.06919820145767352,-0.062902466
0.5210420841683366,-0.13182647865890226,-0.062628277
0.531062124248497,-0.19393241036880776,-0.062105932
0.5410821643286573,-0.25526990980920117,-0.061337499
0.5511022044088176,-0.31559593501607375,-0.060326025
0.561122244488978,-0.3746714518621626,-0.059075517
0.5711422845691383,-0.43226238119898436,-0.057590929
0.5811623246492986,-0.48814052636539523,-0.055878145
0.5911823647294588,-0.542084477387556,-0.053943951
0.6012024048096192,-0.5938804882875184,-0.051796011
0.6112224448897795,-0.6433233240242081,-0.049442836
0.6212424849699398,-0.6902170737109197,-0.04689375
0.6312625250501002,-0.7343759268870446,-0.044158853
0.6412825651302605,-0.775624909768156,-0.041248983
0.6513026052104208,-0.8138005785571593,-0.038175669
0.6613226452905812,-0.8487516670693468,-0.034951089
0.6713426853707415,-0.8803396861052282,-0.031588019
0.6813627254509018,-0.9084394721961954,-0.028099786
0.6913827655310621,-0.9329396835486949,-0.024500211
0.7014028056112224,-0.953743241221784,-0.020803558
0.7114228456913827,-0.9707677137899661,-0.017024473
0.721442885771543,-0.9839456439671285,-0.01317793
0.7314629258517034,-0.9932248158973743,-0.009279172
0.7414829659318637,-0.9985684620536465,-0.005343646
0.751503006012024,-0.9999554089243304,-0.001386947
0.7615230460921844,-0.9973801609105755,0.002575248
0.7715430861723447,-0.9908529221018992,0.006527239
0.781563126252505,-0.9803995558437936,0.010453366
0.7915831663326653,-0.966061482257539,0.014338074
0.8016032064128256,-0.9478955141182946,0.018165968
0.8116232464929859,-0.9259736317417723,0.021921882
0.8216432865731462,-0.9003826977714803,0.025590934
0.8316633266533066,-0.8712241129966534,0.029158585
0.8416833667334669,-0.8386134145646505,0.032610698
0.8517034068136272,-0.8026798181798438,0.035933596
0.8617234468937875,-0.7635657061029868,0.039114112
0.8717434869739479,-0.7214260629797911,0.042139643
0.8817635270541082,-0.6764278617341751,0.044998201
0.8917835671342685,-0.6287494019594931,0.04767846
0.9018036072144289,-0.5785796034292977,0.050169799
0.9118236472945891,-0.5261172575270022,0.052462346
0.9218436873747494,-0.47157023956054767,0.054547018
0.9318637274549098,-0.415154685083199,0.056415554
0.9418837675350701,-0.3570941334841726,0.058060552
0.9519038076152304,-0.2976186422425114,0.059475491
0.9619238476953907,-0.23696387535387284,0.060654767
0.9719438877755511,-0.17537016954221463,0.061593706
0.9819639278557114,-0.11308158195638733,0.062288588
0.9919839679358717,-0.05034492312502936,0.062736659
1.002004008016032,0.012591220998455815,0.062936144
1.0120240480961924,0.07547747402581531,0.062886253
1.0220440881763526,0.13806465725585365,0.062587183
1.032064128256513,0.20010477701304494,0.06204012
1.0420841683366733,0.261352007290606,0.06124723
1.0521042084168337,0.321563663804496,0.060211657
1.062124248496994,0.3805011655987081,0.058937502
1.0721442885771542,0.43793098039167605,0.057429815
1.0821643286573146,0.4936255499179474,0.05569457
1.0921843687374748,0.5473641915985782,0.053738642
1.1022044088176353,0.5989339729675186,0.051569781
1.1122244488977955,0.6481305553891552,0.049196582
1.122244488977956,0.6947590037239204,0.046628448
1.1322645290581161,0.7386345587337375,0.043875555
1.1422845691382766,0.779583369166782,0.04094881
1.1523046092184368,0.8174431806207317,0.037859811
1.1623246492985972,0.8520639784550064,0.034620798
1.1723446893787575,0.8833085822045055,0.031244604
1.1823647294589177,0.91105318913959,0.027744607
1.1923847695390781,0.935187864818497,0.024134676
1.2024048096192383,0.9556169786884431,0.020429114
1.2124248496993988,0.9722595830094135,0.016642604
1.222444889779559,0.9850497335991815,0.012790151
1.2324649298597194,0.9939367511286633,0.008887018
1.2424849699398797,0.9988854219322504,0.004948671
1.25250501002004,0.9998761375374373,0.000990716
1.2625250501002003,0.9969049723608753,-0.002971165
1.2725450901803608,0.989983699262992,-0.006921273
1.282565130260521,0.9791397428995448,-0.010843956
1.2925851703406812,0.9644160710549442,-0.014723672
1.3026052104208417,0.9458710243879243,-0.018545047
1.3126252505010019,0.92357808526418,-0.022292939
1.3226452905811623,0.8976255865919255,-0.025952499
1.3326653306613225,0.868116361814092,-0.029509225
1.342685370741483,0.8351673374440164,-0.032949024
1.3527054108216432,0.7989090697591525,-0.036258268
1.3627254509018036,0.7594852274885793,-0.039423842
1.3727454909819639,0.7170520225441261,-0.042433205
1.3827655310621243,0.6717775910507242,-0.045274431
1.3927855711422845,0.6238413271286092,-0.047936264
1.4028056112224447,0.5734331720671589,-0.050408155
1.4128256513026052,0.5207528617069277,-0.05268031
1.4228456913827654,0.4660091350120305,-0.054743727
1.4328657314629258,0.40941890696880556,-0.056590228
1.442885771543086,0.35120640908803924,-0.058212498
1.4529058116232465,0.29160230091640066,-0.059604108
1.4629258517034067,0.23084275607762003,-0.060759545
1.4729458917835672,0.16916852646481753,-0.06167423
1.4829659318637274,0.10682398829207006,-0.062344538
1.4929859719438878,0.04405617378502936,-0.062767815
1.503006012024048,-0.018886207652537543,-0.062942381
1.5130260521042083,-0.08175375491782087,-0.062867547
1.5230460921843687,-0.14429736342880764,-0.062543609
1.533066132264529,-0.20626921216919558,-0.061971849
1.5430861723446894,-0.26742374564734456,-0.061154533
1.5531062124248496,-0.32751864687836696,-0.060094901
1.56312625250501,-0.3863157975340789,-0.058797151
1.5731462925851702,-0.4435822214562701,-0.057266424
1.5831663326653307,-0.49909100779482873,-0.055508786
1.593186372745491,-0.5526222101128346,-0.053531202
1.6032064128256511,-0.6039637178960695,-0.051341508
1.6132264529058116,-0.6529120970136885,-0.048948379
1.6232464929859718,-0.6992733957998368,-0.046361299
1.6332665330661322,-0.7428639135622178,-0.043590518
1.6432865731462925,-0.7835109284724875,-0.040647015
1.653306613226453,-0.8210533819543303,-0.037542453
1.6633266533066131,-0.8553425168573664,-0.034289135
1.6733466933867736,-0.8862424668882682,-0.03089995
1.6833667334669338,-0.9136307949634925,-0.027388328
1.6933867735470942,-0.937398978350501,-0.023768183
1.7034068136272544,-0.9574528386751502,-0.02005386
1.7134268537074147,-0.973712915091404,-0.016260076
1.723446893787575,-0.9861147791347308,-0.012401864
1.7334669338677353,-0.9946092900116197,-0.008494511
1.7434869739478958,-0.999162789313664,-0.004553499
1.753507014028056,-0.9997572343846811,-0.000594445
1.7635270541082164,-0.9963902698124214,0.003366965
1.7735470941883766,-0.9890752367615859,0.007315033
1.783567134268537,-0.9778411201111754,0.011234117
1.7935871743486973,-0.9627324336056288,0.015108687
1.8036072144288577,-0.9438090434748281,0.01892339
1.813627254509018,-0.9211459312218534,0.022663112
1.8236472945891782,-0.894832896518401,0.026313035
1.8336673346693386,-0.8649742013851225,0.029858695
1.8436873747494988,-0.8316881570667592,0.033286044
1.8537074148296593,-0.7951066552390206,0.036581502
1.8637274549098195,-0.7553746454047706,0.03973201
1.87374749498998,-0.7126495605502285,0.042725085
1.8837675350701402,-0.6671006933369839,0.045548867
1.8937875751503006,-0.6189085253015668,0.048192168
1.9038076152304608,-0.5682640117205385,0.050644514
1.9138276553106213,-0.5153678249747305,0.052896187
1.9238476953907815,-0.46042955941071356,0.054938266
1.9338677354709417,-0.4036669008501106,0.056762659
1.9438877755511021,-0.345304764037483,0.058362137
1.9539078156312624,-0.2855744014445561,0.059730363
1.9639278557114228,-0.22471248696198293,0.060861914
1.973947895791583,-0.16296017810945676,0.061752309
1.9839679358717435,-0.10056216048000914,0.062398018
1.9939879759519037,-0.03776567820477234,0.062796482
2.004008016032064,0.025180445720136894,0.062946124
2.0140280561122244,0.08802679536278335,0.06284635
2.024048096192385,0.15052435013401308,0.062497555
2.034068136272545,0.21242547149954774,0.061901121
2.0440881763527052,0.27348488421589007,0.061059413
2.0541082164328657,0.33346064820196,0.059975764
2.064128256513026,0.39211511719559744,0.058654469
2.074148296593186,0.4492158803963539,0.057100763
2.0841683366733466,0.5045366833634586,0.055320803
2.094188376753507,0.5578583245199532,0.053321641
2.1042084168336674,0.6089695237108067,0.051111199
2.1142284569138274,0.6576677593733935,0.048698236
2.124248496993988,0.7037600710031777,0.046092312
2.1342685370741483,0.7470638237349186,0.043303753
2.1442885771543083,0.7874074320098813,0.040343608
2.1543086172344688,0.8246310394615746,0.037223607
2.164328657314629,0.8585871523260643,0.033956113
2.1743486973947896,0.8891412238670816,0.030554072
2.1843687374749496,0.916172187500176,0.027030964
2.19438877755511,0.9395729365035178,0.023400749
2.2044088176352705,0.9592507484145191,0.019677812
2.214428857715431,0.9751276524306861,0.015876904
2.224448897795591,0.9871407383589125,0.012013086
2.2344689378757514,0.9952424058890387,0.008101668
2.244488977955912,0.9994005532039663,0.004158147
2.254509018036072,0.9995987041789874,0.000198151
2.2645290581162323,0.9958360736663118,-0.003762631
2.2745490981963927,0.9881275706061144,-0.007708503
2.284569138276553,0.9765037389517748,-0.011623832
2.294589178356713,0.9610106366433852,-0.015493102
2.3046092184368736,0.9417096531090756,-0.019300984
2.314629258517034,0.9186772660172916,-0.023032387
2.3246492985971945,0.8920047382438556,-0.026672528
2.3346693386773545,0.8617977562545401,-0.030206982
2.344689378757515,0.8281760113360181,-0.033621745
2.3547094188376754,0.7912727253345186,-0.036903286
2.3647294589178354,0.7512341227813686,-0.040038603
2.374749498997996,0.7082188514970543,-0.043015271
2.3847695390781563,0.6623973539696283,-0.045821498
2.3947895791583167,0.6139511919982285,-0.048446162
2.4048096192384767,0.5630723272777671,-0.050878865
2.414829659318637,0.5099623607753656,-0.053109967
2.4248496993987976,0.454831733912426,-0.055130627
2.434869739478958,0.39789889471751,-0.056932839
2.444889779559118,0.33938943225409623,-0.058509462
2.4549098196392785,0.27953518275287054,-0.05985425
2.464929859719439,0.2185733109904509,-0.060961872
2.474949899799599,0.15674537055441978,-0.06182794
2.4849699398797593,0.09429634671823985,-0.062449024
2.49498997995992,0.03147368571858683,-0.062822661
2.50501002004008,-0.0314736857185856,-0.062947371
2.51503006012024,-0.0942963467182351,-0.062822661
2.5250501002004007,-0.1567453705544168,-0.062449024
2.535070140280561,-0.21857331099044972,-0.06182794
2.5450901803607215,-0.27953518275286937,-0.060961872
2.5551102204408815,-0.33938943225409174,-0.05985425
2.565130260521042,-0.3978988947175105,-0.058509462
2.5751503006012024,-0.4548317339124249,-0.056932839
2.5851703406813624,-0.5099623607753615,-0.055130627
2.595190380761523,-0.5630723272777647,-0.053109967
2.6052104208416833,-0.6139511919982275,-0.050878865
2.6152304609218437,-0.6623973539696274,-0.048446162
2.6252505010020037,-0.7082188514970521,-0.045821498
2.635270541082164,-0.7512341227813655,-0.043015271
2.6452905811623246,-0.791272725334518,-0.040038603
2.655310621242485,-0.8281760113360185,-0.036903286
2.665330661322645,-0.8617977562545377,-0.033621745
2.6753507014028055,-0.8920047382438542,-0.030206982
2.685370741482966,-0.9186772660172918,-0.026672528
2.695390781563126,-0.941709653109074,-0.023032387
2.7054108216432864,-0.9610106366433838,-0.019300984
2.715430861723447,-0.9765037389517749,-0.015493102
2.7254509018036073,-0.9881275706061143,-0.011623832
2.7354709418837673,-0.9958360736663113,-0.007708503
2.7454909819639277,-0.9995987041789873,-0.003762631
2.755511022044088,-0.9994005532039664,0.000198151
2.7655310621242486,-0.9952424058890389,0.004158147
2.7755511022044086,-0.9871407383589129,0.008101668
2.785571142284569,-0.9751276524306864,0.012013086
2.7955911823647295,-0.9592507484145194,0.015876904
2.8056112224448895,-0.9395729365035188,0.019677812
2.81563126252505,-0.9161721875001773,0.023400749
2.8256513026052104,-0.8891412238670822,0.027030964
2.835671342685371,-0.8585871523260659,0.030554072
2.845691382765531,-0.8246310394615762,0.033956113
2.8557114228456912,-0.7874074320098842,0.037223607
2.8657314629258517,-0.7470638237349206,0.040343608
2.875751503006012,-0.7037600710031774,0.043303753
2.885771543086172,-0.6576677593733972,0.046092312
2.8957915831663326,-0.6089695237108091,0.048698236
2.905811623246493,-0.5578583245199527,0.051111199
2.915831663326653,-0.5045366833634627,0.053321641
2.9258517034068134,-0.44921588039635973,0.055320803
2.935871743486974,-0.3921151171955969,0.057100763
2.9458917835671343,-0.33346064820196114,0.058654469
2.9559118236472943,-0.2734848842158964,0.059975764
2.9659318637274548,-0.21242547149955068,0.061059413
2.975951903807615,-0.1505243501340143,0.061901121
2.9859719438877756,-0.08802679536278633,0.062497555
2.9959919839679356,-0.02518044572013989,0.06284635
3.006012024048096,0.037765678204769344,0.062946124
3.0160320641282565,0.10056216048000616,0.062796482
3.0260521042084165,0.16296017810945382,0.062398018
3.036072144288577,0.22471248696198,0.061752309
3.0460921843687374,0.2855744014445532,0.060861914
3.056112224448898,0.3453047640374835,0.059730363
3.066132264529058,0.4036669008501062,0.058362137
3.0761523046092183,0.4604295594107109,0.056762659
3.0861723446893787,0.515367824974731,0.054938266
3.096192384769539,0.5682640117205375,0.052896187
3.106212424849699,0.618908525301563,0.050644514
3.1162324649298596,0.667100693336983,0.048192168
3.12625250501002,0.7126495605502277,0.045548867
3.13627254509018,0.7553746454047675,0.042725085
3.1462925851703405,0.7951066552390198,0.03973201
3.156312625250501,0.8316881570667575,0.036581502
3.1663326653306614,0.8649742013851218,0.033286044
3.1763527054108214,0.8948328965183997,0.029858695
3.186372745490982,0.9211459312218522,0.026313035
3.1963927855711423,0.9438090434748276,0.022663112
3.2064128256513023,0.962732433605628,0.01892339
3.2164328657314627,0.9778411201111747,0.015108687
3.226452905811623,0.9890752367615856,0.011234117
3.2364729458917836,0.9963902698124214,0.007315033
3.2464929859719436,0.999757234384681,0.003366965
3.256513026052104,0.9991627893136641,-0.000594445
3.2665330661322645,0.9946092900116198,-0.004553499
3.276553106212425,0.986114779134731,-0.008494511
3.286573146292585,0.9737129150914051,-0.012401864
3.2965931863727453,0.9574528386751505,-0.016260076
3.306613226452906,0.9373989783505015,-0.02005386
3.316633266533066,0.9136307949634944,-0.023768183
3.3266533066132262,0.8862424668882688,-0.027388328
3.3366733466933867,0.8553425168573671,-0.03089995
3.346693386773547,0.821053381954331,-0.034289135
3.356713426853707,0.7835109284724894,-0.037542453
3.3667334669338675,0.7428639135622186,-0.040647015
3.376753507014028,0.6992733957998389,-0.043590518
3.3867735470941884,0.6529120970136908,-0.046361299
3.3967935871743484,0.6039637178960718,-0.048948379
3.406813627254509,0.5526222101128372,-0.051341508
3.4168336673346693,0.49909100779483134,-0.053531202
3.4268537074148293,0.4435822214562728,-0.055508786
3.4368737474949898,0.38631579753408163,-0.057266424
3.44689378757515,0.3275186468783715,-0.058797151
3.4569138276553106,0.267423745647344,-0.060094901
3.4669338677354706,0.20626921216920027,-0.061154533
3.476953907815631,0.1442973634288124,-0.061971849
3.4869739478957915,0.0817537549178221,-0.062543609
3.496993987975952,0.018886207652538768,-0.062867547
3.507014028056112,-0.044056173785024584,-0.062942381
3.5170340681362724,-0.10682398829206885,-0.062767815
3.527054108216433,-0.1691685264648163,-0.062344538
3.537074148296593,-0.23084275607761368,-0.06167423
3.5470941883767533,-0.2916023009163995,-0.060759545
3.5571142284569137,-0.3512064090880364,-0.059604108
3.567134268537074,-0.40941890696880284,-0.058212498
3.577154308617234,-0.46600913501202784,-0.056590228
3.5871743486973946,-0.5207528617069251,-0.054743727
3.597194388777555,-0.5734331720671565,-0.05268031
3.6072144288577155,-0.6238413271286096,-0.050408155
3.6172344689378755,-0.671777591050722,-0.047936264
3.627254509018036,-0.717052022544124,-0.045274431
3.6372745490981964,-0.7594852274885796,-0.042433205
3.6472945891783564,-0.7989090697591497,-0.039423842
3.657314629258517,-0.8351673374440147,-0.036258268
3.6673346693386772,-0.8681163618140915,-0.032949024
3.6773547094188377,-0.8976255865919249,-0.029509225
3.6873747494989977,-0.9235780852641782,-0.025952499
3.697394789579158,-0.9458710243879239,-0.022292939
3.7074148296593186,-0.9644160710549433,-0.018545047
3.717434869739479,-0.9791397428995445,-0.014723672
3.727454909819639,-0.9899836992629918,-0.010843956
3.7374749498997994,-0.996904972360875,-0.006921273
3.74749498997996,-0.9998761375374373,-0.002971165
3.75751503006012,-0.9988854219322505,0.000990716
3.7675350701402803,-0.9939367511286635,0.004948671
3.7775551102204408,-0.9850497335991819,0.008887018
3.787575150300601,-0.9722595830094143,0.012790151
3.797595190380761,-0.9556169786884442,0.016642604
3.8076152304609217,-0.9351878648184981,0.020429114
3.817635270541082,-0.9110531891395919,0.024134676
3.8276553106212425,-0.8833085822045057,0.027744607
3.8376753507014025,-0.8520639784550084,0.031244604
3.847695390781563,-0.8174431806207324,0.034620798
3.8577154308617234,-0.7795833691667822,0.037859811
3.8677354709418834,-0.7386345587337408,0.04094881
3.877755511022044,-0.6947590037239212,0.043875555
3.8877755511022043,-0.6481305553891568,0.046628448
3.8977955911823647,-0.5989339729675196,0.049196582
3.9078156312625247,-0.54736419159858,0.051569781
3.917835671342685,-0.4936255499179492,0.053738642
3.9278557114228456,-0.4379309803916787,0.05569457
3.937875751503006,-0.38050116559871006,0.057429815
3.947895791583166,-0.321563663804498,0.058937502
3.9579158316633265,-0.26135200729060887,0.060211657
3.967935871743487,-0.200104777013047,0.06124723
3.977955911823647,-0.13806465725585748,0.06204012
3.9879759519038074,-0.07547747402581831,0.062587183
3.997995991983968,-0.012591220998459704,0.062886253
4.008016032064128,0.050344923125025476,0.062936144
4.018036072144288,0.11308158195638346,0.062736659
4.028056112224449,0.1753701695422108,0.062288588
4.038076152304609,0.2369638753538725,0.061593706
4.04809619238477,0.2976186422425102,0.060654767
4.05811623246493,0.35709413348417146,0.059475491
4.06813627254509,0.4151546850831947,0.058060552
4.07815631262525,0.47157023956054267,0.056415554
4.0881763527054105,0.5261172575269973,0.054547018
4.098196392785571,0.5785796034292967,0.052462346
4.108216432865731,0.6287494019594916,0.050169799
4.118236472945892,0.6764278617341736,0.04767846
4.128256513026052,0.7214260629797921,0.044998201
4.138276553106213,0.763565706102987,0.042139643
4.148296593186372,0.8026798181798399,0.039114112
4.158316633266533,0.8386134145646489,0.035933596
4.168336673346693,0.8712241129966519,0.032610698
4.1783567134268536,0.9003826977714785,0.029158585
4.188376753507014,0.9259736317417722,0.025590934
4.198396793587174,0.9478955141182945,0.021921882
4.208416833667335,0.966061482257539,0.018165968
4.218436873747494,0.9803995558437928,0.014338074
4.228456913827655,0.9908529221018988,0.010453366
4.238476953907815,0.9973801609105751,0.006527239
4.248496993987976,0.9999554089243304,0.002575248
4.258517034068136,0.9985684620536466,-0.001386947
4.268537074148297,0.9932248158973747,-0.005343646
4.278557114228457,0.9839456439671288,-0.009279172
4.288577154308617,0.9707677137899675,-0.01317793
4.298597194388777,0.9537432412217857,-0.017024473
4.3086172344689375,0.9329396835486957,-0.020803558
4.318637274549098,0.9084394721961963,-0.024500211
4.328657314629258,0.8803396861052292,-0.028099786
4.338677354709419,0.8487516670693483,-0.031588019
4.348697394789579,0.8138005785571589,-0.034951089
4.35871743486974,0.7756249097681557,-0.038175669
4.368737474949899,0.7343759268870469,-0.041248983
4.37875751503006,0.6902170737109224,-0.044158853
4.38877755511022,0.6433233240242111,-0.04689375
4.398797595190381,0.5938804882875218,-0.049442836
4.408817635270541,0.542084477387557,-0.051796011
4.4188376753507015,0.4881405263653959,-0.053943951
4.428857715430862,0.4322623811989851,-0.055878145
4.4388777555110215,0.37467145186216705,-0.057590929
4.448897795591182,0.3155959350160783,-0.059075517
4.458917835671342,0.2552699098092028,-0.060326025
4.468937875751503,0.1939324103688094,-0.061337499
4.478957915831663,0.13182647865890434,-0.062105932
4.488977955911824,0.06919820145767606,-0.062628277
4.498997995991984,0.006295735270234439,-0.062902466
4.509018036072144,-0.05663167695964892,-0.062927412
4.519038076152304,-0.11933469344274848,-0.062703016
4.529058116232465,-0.18156486152913093,-0.062230168
4.539078156312625,-0.24307560216992513,-0.061510741
4.5490981963927855,-0.30362318695511414,-0.060547585
4.559118236472946,-0.36296770385606486,-0.059344517
4.569138276553106,-0.42087400784611645,-0.057906304
4.579158316633267,-0.47711265263256913,-0.056238645
4.589178356713426,-0.531460799808135,-0.054348147
4.599198396793587,-0.5837031018195235,-0.052242302
4.609218436873747,-0.6336325552544455,-0.049929453
4.619238476953908,-0.6810513210660655,-0.047418766
4.629258517034068,-0.725771508484801,-0.044720187
4.6392785571142285,-0.767615919511384,-0.041844411
4.649298597194389,-0.8064187510411636,-0.038802832
4.6593186372745485,-0.8420262518376159,-0.035607501
4.669338677354709,-0.8742973317518803,-0.03227108
4.679358717434869,-0.903104120774343,-0.028806789
4.68937875751503,-0.9283324757031308,-0.025228355
4.69939879759519,-0.9498824324218963,-0.021549957
4.709418837675351,-0.967668601994785,-0.01778617
4.719438877755511,-0.9816205090091249,-0.013951907
4.729458917835671,-0.9916828708252035,-0.010062362
4.739478957915831,-0.9978158166266275,-0.006132946
4.749498997995992,-0.9999950454033061,-0.002179229
4.759519038076152,-0.9982119222410882,0.001783123
4.7695390781563125,-0.9924735125364991,0.00573841
4.779559118236473,-0.9828025540010145,0.009670959
4.789579158316633,-0.9692373665657981,0.013565187
4.799599198396794,-0.9518317005438964,0.017405666
4.809619238476953,-0.9306545236515279,0.021177177
4.819639278557114,-0.905789747732359,0.024864776
4.829659318637274,-0.8773358962676069,0.028453851
4.839679358717435,-0.8454057139894,0.031930182
4.849699398797595,-0.8101257201442478,0.035279994
4.859719438877756,-0.7716357071767822,0.038490013
4.869739478957916,-0.7300881868201446,0.04154752
4.879759519038076,-0.6856477857878456,0.044440401
4.889779559118236,-0.6384905934615172,0.047157192
4.8997995991983965,-0.5888034641594048,0.049687129
4.909819639278557,-0.5367832767500895,0.052020187
4.919839679358717,-0.48263615454527237,0.054147122
4.929859719438878,-0.42657664856261773,0.056059506
4.939879759519038,-0.36882688739491354,0.057749761
4.949899799599198,-0.30961569705403424,0.05921119
4.959919839679358,-0.24917769427725603,0.060438003
4.969939879759519,-0.18775235688858383,0.061425337
4.979959919839679,-0.12558307489861636,0.062169282
4.98997995991984,-0.0629161861028872,0.062666889
5.0,-1.2246467991473533e-15,0.062916186